"","iso_code","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed"
"1","DZA","2020-02-25",1,1,,,,
"2","DZA","2020-02-26",1,0,,,,
"3","DZA","2020-02-27",1,0,,,,
"4","DZA","2020-02-28",1,0,,,,
"5","DZA","2020-02-29",1,0,,,,
"6","DZA","2020-03-01",1,0,0.143,,,0
"7","DZA","2020-03-02",3,2,0.429,,,0
"8","DZA","2020-03-03",5,2,0.571,,,0
"9","DZA","2020-03-04",12,7,1.571,,,0
"10","DZA","2020-03-05",12,0,1.571,,,0
"11","DZA","2020-03-06",17,5,2.286,,,0
"12","DZA","2020-03-07",17,0,2.286,,,0
"13","DZA","2020-03-08",19,2,2.571,,,0
"14","DZA","2020-03-09",20,1,2.429,,,0
"15","DZA","2020-03-10",20,0,2.143,,,0
"16","DZA","2020-03-11",20,0,1.143,,,0
"17","DZA","2020-03-12",24,4,1.714,1,1,0.143
"18","DZA","2020-03-13",26,2,1.286,2,1,0.286
"19","DZA","2020-03-14",37,11,2.857,3,1,0.429
"20","DZA","2020-03-15",48,11,4.143,4,1,0.571
"21","DZA","2020-03-16",54,6,4.857,4,0,0.571
"22","DZA","2020-03-17",60,6,5.714,4,0,0.571
"23","DZA","2020-03-18",74,14,7.714,7,3,1
"24","DZA","2020-03-19",87,13,9,9,2,1.143
"25","DZA","2020-03-20",90,3,9.143,11,2,1.286
"26","DZA","2020-03-21",139,49,14.571,15,4,1.714
"27","DZA","2020-03-22",201,62,21.857,17,2,1.857
"28","DZA","2020-03-23",230,29,25.143,17,0,1.857
"29","DZA","2020-03-24",264,34,29.143,19,2,2.143
"30","DZA","2020-03-25",302,38,32.571,21,2,2
"31","DZA","2020-03-26",367,65,40,25,4,2.286
"32","DZA","2020-03-27",409,42,45.571,26,1,2.143
"33","DZA","2020-03-28",454,45,45,29,3,2
"34","DZA","2020-03-29",511,57,44.286,31,2,2
"35","DZA","2020-03-30",584,73,50.571,35,4,2.571
"36","DZA","2020-03-31",716,132,64.571,44,9,3.571
"37","DZA","2020-04-01",847,131,77.857,58,14,5.286
"38","DZA","2020-04-02",986,139,88.429,86,28,8.714
"39","DZA","2020-04-03",1171,185,108.857,105,19,11.286
"40","DZA","2020-04-04",1251,80,113.857,130,25,14.429
"41","DZA","2020-04-05",1320,69,115.571,152,22,17.286
"42","DZA","2020-04-06",1423,103,119.857,173,21,19.714
"43","DZA","2020-04-07",1468,45,107.429,193,20,21.286
"44","DZA","2020-04-08",1572,104,103.571,205,12,21
"45","DZA","2020-04-09",1666,94,97.143,235,30,21.286
"46","DZA","2020-04-10",1761,95,84.286,256,21,21.571
"47","DZA","2020-04-11",1825,64,82,275,19,20.714
"48","DZA","2020-04-12",1914,89,84.857,293,18,20.143
"49","DZA","2020-04-13",1983,69,80,313,20,20
"50","DZA","2020-04-14",2070,87,86,326,13,19
"51","DZA","2020-04-15",2160,90,84,336,10,18.714
"52","DZA","2020-04-16",2268,108,86,348,12,16.143
"53","DZA","2020-04-17",2418,150,93.857,364,16,15.429
"54","DZA","2020-04-18",2534,116,101.286,367,3,13.143
"55","DZA","2020-04-19",2629,95,102.143,375,8,11.714
"56","DZA","2020-04-20",2718,89,105,384,9,10.143
"57","DZA","2020-04-21",2811,93,105.857,392,8,9.429
"58","DZA","2020-04-22",2910,99,107.143,402,10,9.429
"59","DZA","2020-04-23",3007,97,105.571,407,5,8.429
"60","DZA","2020-04-24",3127,120,101.286,415,8,7.286
"61","DZA","2020-04-25",3256,129,103.143,419,4,7.429
"62","DZA","2020-04-26",3382,126,107.571,425,6,7.143
"63","DZA","2020-04-27",3517,135,114.143,432,7,6.857
"64","DZA","2020-04-28",3649,132,119.714,437,5,6.429
"65","DZA","2020-04-29",3848,199,134,444,7,6
"66","DZA","2020-04-30",4006,158,142.714,450,6,6.143
"67","DZA","2020-05-01",4154,148,146.714,453,3,5.429
"68","DZA","2020-05-02",4295,141,148.429,459,6,5.714
"69","DZA","2020-05-03",4474,179,156,463,4,5.429
"70","DZA","2020-05-04",4648,174,161.571,465,2,4.714
"71","DZA","2020-05-05",4838,190,169.857,470,5,4.714
"72","DZA","2020-05-06",4997,159,164.143,476,6,4.571
"73","DZA","2020-05-07",5182,185,168,483,7,4.714
"74","DZA","2020-05-08",5369,187,173.571,488,5,5
"75","DZA","2020-05-09",5558,189,180.429,494,6,5
"76","DZA","2020-05-10",5723,165,178.429,502,8,5.571
"77","DZA","2020-05-11",5891,168,177.571,507,5,6
"78","DZA","2020-05-12",6067,176,175.571,515,8,6.429
"79","DZA","2020-05-13",6253,186,179.429,522,7,6.571
"80","DZA","2020-05-14",6442,189,180,529,7,6.571
"81","DZA","2020-05-15",6629,187,180,536,7,6.857
"82","DZA","2020-05-16",6821,192,180.429,542,6,6.857
"83","DZA","2020-05-17",7019,198,185.143,548,6,6.571
"84","DZA","2020-05-18",7201,182,187.143,555,7,6.857
"85","DZA","2020-05-19",7377,176,187.143,561,6,6.571
"86","DZA","2020-05-20",7542,165,184.143,568,7,6.571
"87","DZA","2020-05-21",7728,186,183.714,575,7,6.571
"88","DZA","2020-05-22",7918,190,184.143,582,7,6.571
"89","DZA","2020-05-23",8113,195,184.571,592,10,7.143
"90","DZA","2020-05-24",8306,193,183.857,600,8,7.429
"91","DZA","2020-05-25",8503,197,186,609,9,7.714
"92","DZA","2020-05-26",8697,194,188.571,617,8,8
"93","DZA","2020-05-27",8857,160,187.857,623,6,7.857
"94","DZA","2020-05-28",8997,140,181.286,630,7,7.857
"95","DZA","2020-05-29",9134,137,173.714,638,8,8
"96","DZA","2020-05-30",9267,133,164.857,646,8,7.714
"97","DZA","2020-05-31",9394,127,155.429,653,7,7.571
"98","DZA","2020-06-01",9513,119,144.286,661,8,7.429
"99","DZA","2020-06-02",9626,113,132.714,667,6,7.143
"100","DZA","2020-06-03",9733,107,125.143,673,6,7.143
"101","DZA","2020-06-04",9831,98,119.143,681,8,7.286
"102","DZA","2020-06-05",9935,104,114.429,690,9,7.429
"103","DZA","2020-06-06",10050,115,111.857,698,8,7.429
"104","DZA","2020-06-07",10154,104,108.571,707,9,7.714
"105","DZA","2020-06-08",10265,111,107.429,715,8,7.714
"106","DZA","2020-06-09",10382,117,108,724,9,8.143
"107","DZA","2020-06-10",10484,102,107.286,732,8,8.429
"108","DZA","2020-06-11",10589,105,108.286,741,9,8.571
"109","DZA","2020-06-12",10698,109,109,751,10,8.714
"110","DZA","2020-06-13",10810,112,108.571,760,9,8.857
"111","DZA","2020-06-14",10919,109,109.286,767,7,8.571
"112","DZA","2020-06-15",11031,112,109.429,777,10,8.857
"113","DZA","2020-06-16",11147,116,109.286,788,11,9.143
"114","DZA","2020-06-17",11268,121,112,799,11,9.571
"115","DZA","2020-06-18",11385,117,113.714,811,12,10
"116","DZA","2020-06-19",11504,119,115.143,825,14,10.571
"117","DZA","2020-06-20",11631,127,117.286,837,12,11
"118","DZA","2020-06-21",11771,140,121.714,845,8,11.143
"119","DZA","2020-06-22",11920,149,127,852,7,10.714
"120","DZA","2020-06-23",12076,156,132.714,861,9,10.429
"121","DZA","2020-06-24",12248,172,140,869,8,10
"122","DZA","2020-06-25",12445,197,151.429,878,9,9.571
"123","DZA","2020-06-26",12685,240,168.714,885,7,8.571
"124","DZA","2020-06-27",12968,283,191,892,7,7.857
"125","DZA","2020-06-28",13273,305,214.571,897,5,7.429
"126","DZA","2020-06-29",13571,298,235.857,905,8,7.571
"127","DZA","2020-06-30",13907,336,261.571,912,7,7.286
"128","DZA","2020-07-01",14272,365,289.143,920,8,7.286
"129","DZA","2020-07-02",14657,385,316,928,8,7.143
"130","DZA","2020-07-03",15070,413,340.714,937,9,7.429
"131","DZA","2020-07-04",15500,430,361.714,946,9,7.714
"132","DZA","2020-07-05",15941,441,381.143,952,6,7.857
"133","DZA","2020-07-06",16404,463,404.714,959,7,7.714
"134","DZA","2020-07-07",16879,475,424.571,968,9,8
"135","DZA","2020-07-08",17348,469,439.429,978,10,8.286
"136","DZA","2020-07-09",17808,460,450.143,988,10,8.571
"137","DZA","2020-07-10",18242,434,453.143,996,8,8.429
"138","DZA","2020-07-11",18712,470,458.857,1004,8,8.286
"139","DZA","2020-07-12",19195,483,464.857,1011,7,8.429
"140","DZA","2020-07-13",19689,494,469.286,1018,7,8.429
"141","DZA","2020-07-14",20216,527,476.714,1028,10,8.571
"142","DZA","2020-07-15",20770,554,488.857,1040,12,8.857
"143","DZA","2020-07-16",21355,585,506.714,1052,12,9.143
"144","DZA","2020-07-17",21948,593,529.429,1057,5,8.714
"145","DZA","2020-07-18",22549,601,548.143,1068,11,9.143
"146","DZA","2020-07-19",23084,535,555.571,1078,10,9.571
"147","DZA","2020-07-20",23691,607,571.714,1087,9,9.857
"148","DZA","2020-07-21",24278,587,580.286,1100,13,10.286
"149","DZA","2020-07-22",24872,594,586,1111,11,10.143
"150","DZA","2020-07-23",25484,612,589.857,1124,13,10.286
"151","DZA","2020-07-24",26159,675,601.571,1136,12,11.286
"152","DZA","2020-07-25",26764,605,602.143,1146,10,11.143
"153","DZA","2020-07-26",27357,593,610.429,1155,9,11
"154","DZA","2020-07-27",27973,616,611.714,1163,8,10.857
"155","DZA","2020-07-28",28615,642,619.571,1174,11,10.571
"156","DZA","2020-07-29",29229,614,622.429,1186,12,10.714
"157","DZA","2020-07-30",29831,602,621,1200,14,10.857
"158","DZA","2020-07-31",30394,563,605,1210,10,10.571
"159","DZA","2020-08-01",30950,556,598,1223,13,11
"160","DZA","2020-08-02",31465,515,586.857,1231,8,10.857
"161","DZA","2020-08-03",31972,507,571.286,1239,8,10.857
"162","DZA","2020-08-04",32504,532,555.571,1248,9,10.571
"163","DZA","2020-08-05",33055,551,546.571,1261,13,10.714
"164","DZA","2020-08-06",33626,571,542.143,1273,12,10.429
"165","DZA","2020-08-07",34155,529,537.286,1282,9,10.286
"166","DZA","2020-08-08",34693,538,534.714,1293,11,10
"167","DZA","2020-08-09",35160,467,527.857,1302,9,10.143
"168","DZA","2020-08-10",35712,552,534.286,1312,10,10.429
"169","DZA","2020-08-11",36204,492,528.571,1322,10,10.571
"170","DZA","2020-08-12",36699,495,520.571,1333,11,10.286
"171","DZA","2020-08-13",37187,488,508.714,1341,8,9.714
"172","DZA","2020-08-14",37664,477,501.286,1351,10,9.857
"173","DZA","2020-08-15",38133,469,491.429,1360,9,9.571
"174","DZA","2020-08-16",38583,450,489,1370,10,9.714
"175","DZA","2020-08-17",39025,442,473.286,1379,9,9.571
"176","DZA","2020-08-18",39444,419,462.857,1391,12,9.857
"177","DZA","2020-08-19",39847,403,449.714,1402,11,9.857
"178","DZA","2020-08-20",40258,411,438.714,1411,9,10
"179","DZA","2020-08-21",40667,409,429,1418,7,9.571
"180","DZA","2020-08-22",41068,401,419.286,1424,6,9.143
"181","DZA","2020-08-23",41460,392,411,1435,11,9.286
"182","DZA","2020-08-24",41858,398,404.714,1446,11,9.571
"183","DZA","2020-08-25",42228,370,397.714,1456,10,9.286
"184","DZA","2020-08-26",42619,391,396,1465,9,9
"185","DZA","2020-08-27",43016,397,394,1475,10,9.143
"186","DZA","2020-08-28",43403,387,390.857,1483,8,9.286
"187","DZA","2020-08-29",43781,378,387.571,1491,8,9.571
"188","DZA","2020-08-30",44146,365,383.714,1501,10,9.429
"189","DZA","2020-08-31",44494,348,376.571,1510,9,9.143
"190","DZA","2020-09-01",44833,339,372.143,1518,8,8.857
"191","DZA","2020-09-02",45158,325,362.714,1523,5,8.286
"192","DZA","2020-09-03",45469,311,350.429,1529,6,7.714
"193","DZA","2020-09-04",45773,304,338.571,1539,10,8
"194","DZA","2020-09-05",46071,298,327.143,1549,10,8.286
"195","DZA","2020-09-06",46364,293,316.857,1556,7,7.857
"196","DZA","2020-09-07",46653,289,308.429,1562,6,7.429
"197","DZA","2020-09-08",46938,285,300.714,1571,9,7.571
"198","DZA","2020-09-09",47216,278,294,1581,10,8.286
"199","DZA","2020-09-10",47488,272,288.429,1591,10,8.857
"200","DZA","2020-09-11",47752,264,282.714,1599,8,8.571
"201","DZA","2020-09-12",48007,255,276.571,1605,6,8
"202","DZA","2020-09-13",48254,247,270,1612,7,8
"203","DZA","2020-09-14",48496,242,263.286,1620,8,8.286
"204","DZA","2020-09-15",48734,238,256.571,1632,12,8.714
"205","DZA","2020-09-16",48966,232,250,1645,13,9.143
"206","DZA","2020-09-17",49194,228,243.714,1654,9,9
"207","DZA","2020-09-18",49413,219,237.286,1659,5,8.571
"208","DZA","2020-09-19",49623,210,230.857,1665,6,8.571
"209","DZA","2020-09-20",49826,203,224.571,1672,7,8.571
"210","DZA","2020-09-21",50023,197,218.143,1679,7,8.429
"211","DZA","2020-09-22",50214,191,211.429,1689,10,8.143
"212","DZA","2020-09-23",50400,186,204.857,1698,9,7.571
"213","DZA","2020-09-24",50579,179,197.857,1703,5,7
"214","DZA","2020-09-25",50754,175,191.571,1707,4,6.857
"215","DZA","2020-09-26",50914,160,184.429,1711,4,6.571
"216","DZA","2020-09-27",51067,153,177.286,1714,3,6
"217","DZA","2020-09-28",51213,146,170,1719,5,5.714
"218","DZA","2020-09-29",51368,155,164.857,1726,7,5.286
"219","DZA","2020-09-30",51530,162,161.429,1736,10,5.429
"220","DZA","2020-10-01",51690,160,158.714,1741,5,5.429
"221","DZA","2020-10-02",51847,157,156.143,1749,8,6
"222","DZA","2020-10-03",51995,148,154.429,1756,7,6.429
"223","DZA","2020-10-04",52136,141,152.714,1760,4,6.571
"224","DZA","2020-10-05",52270,134,151,1768,8,7
"225","DZA","2020-10-06",52399,129,147.286,1768,0,6
"226","DZA","2020-10-07",52520,121,141.429,1771,3,5
"227","DZA","2020-10-08",52658,138,138.286,1783,12,6
"228","DZA","2020-10-09",52804,146,136.714,1789,6,5.714
"229","DZA","2020-10-10",52940,136,135,1795,6,5.571
"230","DZA","2020-10-11",53072,132,133.714,1801,6,5.857
"231","DZA","2020-10-12",53325,253,150.714,1809,8,5.857
"232","DZA","2020-10-13",53399,74,142.857,1818,9,7.143
"233","DZA","2020-10-14",53584,185,152,1827,9,8
"234","DZA","2020-10-15",53777,193,159.857,1827,0,6.286
"235","DZA","2020-10-16",53998,221,170.571,1841,14,7.429
"236","DZA","2020-10-17",54203,205,180.429,1846,5,7.286
"237","DZA","2020-10-18",54402,199,190,1856,10,7.857
"238","DZA","2020-10-19",54616,214,184.429,1865,9,8
"239","DZA","2020-10-20",54829,213,204.286,1873,8,7.857
"240","DZA","2020-10-21",55081,252,213.857,1880,7,7.571
"241","DZA","2020-10-22",55357,276,225.714,1888,8,8.714
"242","DZA","2020-10-23",55630,273,233.143,1897,9,8
"243","DZA","2020-10-24",55880,250,239.571,1907,10,8.714
"244","DZA","2020-10-25",56143,263,248.714,1914,7,8.286
"245","DZA","2020-10-26",56419,276,257.571,1922,8,8.143
"246","DZA","2020-10-27",56706,287,268.143,1931,9,8.286
"247","DZA","2020-10-28",57026,320,277.857,1941,10,8.714
"248","DZA","2020-10-29",57332,306,282.143,1949,8,8.714
"249","DZA","2020-10-30",57651,319,288.714,1956,7,8.429
"250","DZA","2020-10-31",57942,291,294.571,1964,8,8.143
"251","DZA","2020-11-01",58272,330,304.143,1973,9,8.429
"252","DZA","2020-11-02",58574,302,307.857,1980,7,8.286
"253","DZA","2020-11-03",58979,405,324.714,1980,0,7
"254","DZA","2020-11-04",59527,548,357.286,1999,19,8.286
"255","DZA","2020-11-05",60169,642,405.286,2011,12,8.857
"256","DZA","2020-11-06",60800,631,449.857,2024,13,9.714
"257","DZA","2020-11-07",61381,581,491.286,2036,12,10.286
"258","DZA","2020-11-08",62051,670,539.857,2048,12,10.714
"259","DZA","2020-11-09",62693,642,588.429,2062,14,11.714
"260","DZA","2020-11-10",63446,753,638.143,2077,15,13.857
"261","DZA","2020-11-11",64257,811,675.714,2093,16,13.429
"262","DZA","2020-11-12",65108,851,705.571,2111,18,14.286
"263","DZA","2020-11-13",65975,867,739.286,2124,13,14.286
"264","DZA","2020-11-14",66819,844,776.857,2139,15,14.714
"265","DZA","2020-11-15",67679,860,804,2154,15,15.143
"266","DZA","2020-11-16",68589,910,842.286,2168,14,15.143
"267","DZA","2020-11-17",69591,1002,877.857,2186,18,15.571
"268","DZA","2020-11-18",70629,1038,910.286,2206,20,16.143
"269","DZA","2020-11-19",71652,1023,934.857,2224,18,16.143
"270","DZA","2020-11-20",72755,1103,968.571,2236,12,16
"271","DZA","2020-11-21",73774,1019,993.571,2255,19,16.571
"272","DZA","2020-11-22",74862,1088,1026.143,2272,17,16.857
"273","DZA","2020-11-23",75867,1005,1039.714,2294,22,18
"274","DZA","2020-11-24",77000,1133,1058.429,2309,15,17.571
"275","DZA","2020-11-25",78025,1025,1056.571,2329,20,17.571
"276","DZA","2020-11-26",79110,1085,1065.429,2352,23,18.286
"277","DZA","2020-11-27",80168,1058,1059,2372,20,19.429
"278","DZA","2020-11-28",81212,1044,1062.571,2393,21,19.714
"279","DZA","2020-11-29",82221,1009,1051.286,2410,17,19.714
"280","DZA","2020-11-30",83199,978,1047.429,2431,21,19.571
"281","DZA","2020-12-01",84152,953,1021.714,2447,16,19.714
"282","DZA","2020-12-02",85084,932,1008.429,2464,17,19.286
"283","DZA","2020-12-03",85927,843,973.857,2480,16,18.286
"284","DZA","2020-12-04",86730,803,937.429,2492,12,17.143
"285","DZA","2020-12-05",87502,772,898.571,2501,9,15.429
"286","DZA","2020-12-06",88252,750,861.571,2516,15,15.143
"287","DZA","2020-12-07",88825,573,803.714,2527,11,13.714
"288","DZA","2020-12-08",89416,591,752,2539,12,13.143
"289","DZA","2020-12-09",90014,598,704.286,2554,15,12.857
"290","DZA","2020-12-10",90579,565,664.571,2564,10,12
"291","DZA","2020-12-11",91121,542,627.286,2575,11,11.857
"292","DZA","2020-12-12",91638,517,590.857,2584,9,11.857
"293","DZA","2020-12-13",92102,464,550,2596,12,11.429
"294","DZA","2020-12-14",92597,495,538.857,2609,13,11.714
"295","DZA","2020-12-15",93065,468,521.286,2623,14,12
"296","DZA","2020-12-16",93507,442,499,2631,8,11
"297","DZA","2020-12-17",93933,426,479.143,2640,9,10.857
"298","DZA","2020-12-18",94371,438,464.286,2647,7,10.286
"299","DZA","2020-12-19",94781,410,449,2659,12,10.714
"300","DZA","2020-12-20",95203,422,443,2666,7,10
"301","DZA","2020-12-21",95659,456,437.429,2675,9,9.429
"302","DZA","2020-12-22",96069,410,429.143,2687,12,9.143
"303","DZA","2020-12-23",96549,480,434.571,2696,9,9.286
"304","DZA","2020-12-24",97007,458,439.143,2705,9,9.286
"305","DZA","2020-12-25",97441,434,438.571,2716,11,9.857
"306","DZA","2020-12-26",97857,416,439.429,2722,6,9
"307","DZA","2020-12-27",98249,392,435.143,2728,6,8.857
"308","DZA","2020-12-28",98631,382,424.571,2737,9,8.857
"309","DZA","2020-12-29",98988,357,417,2745,8,8.286
"310","DZA","2020-12-30",99311,323,394.571,2751,6,7.857
"311","DZA","2020-12-31",99610,299,371.857,2756,5,7.286
"312","DZA","2021-01-01",99897,287,350.857,2762,6,6.571
"313","DZA","2021-01-02",100159,262,328.857,2769,7,6.714
"314","DZA","2021-01-03",100408,249,308.429,2772,3,6.286
"315","DZA","2021-01-04",100645,237,287.714,2777,5,5.714
"316","DZA","2021-01-05",100873,228,269.286,2782,5,5.286
"317","DZA","2021-01-06",101120,247,258.429,2786,4,5
"318","DZA","2021-01-07",101382,262,253.143,2792,6,5.143
"319","DZA","2021-01-08",101657,275,251.429,2798,6,5.143
"320","DZA","2021-01-09",101913,256,250.571,2803,5,4.857
"321","DZA","2021-01-10",102144,231,248,2807,4,5
"322","DZA","2021-01-11",102369,225,246.286,2812,5,5
"323","DZA","2021-01-12",102641,272,252.571,2816,4,4.857
"324","DZA","2021-01-13",102860,219,248.571,2819,3,4.714
"325","DZA","2021-01-14",103127,267,249.286,2822,3,4.286
"326","DZA","2021-01-15",103381,254,246.286,2827,5,4.143
"327","DZA","2021-01-16",103611,230,242.571,2831,4,4
"328","DZA","2021-01-17",103833,222,241.286,2836,5,4.143
"329","DZA","2021-01-18",104092,259,246.143,2840,4,4
"330","DZA","2021-01-19",104341,249,242.857,2843,3,3.857
"331","DZA","2021-01-20",104606,265,249.429,2849,6,4.286
"332","DZA","2021-01-21",104852,246,246.429,2853,4,4.429
"333","DZA","2021-01-22",105124,272,249,2856,3,4.143
"334","DZA","2021-01-23",105369,245,251.143,2861,5,4.286
"335","DZA","2021-01-24",105596,227,251.857,2863,2,3.857
"336","DZA","2021-01-25",105854,258,251.714,2866,3,3.714
"337","DZA","2021-01-26",106097,243,250.857,2871,5,4
"338","DZA","2021-01-27",106359,262,250.429,2877,6,4
"339","DZA","2021-01-28",106610,251,251.143,2881,4,4
"340","DZA","2021-01-29",106887,277,251.857,2884,3,4
"341","DZA","2021-01-30",107122,235,250.429,2888,4,3.857
"342","DZA","2021-01-31",107339,217,249,2891,3,4
"343","DZA","2021-02-01",107578,239,246.286,2894,3,4
"344","DZA","2021-02-02",107841,263,249.143,2898,4,3.857
"345","DZA","2021-02-03",108116,275,251,2900,2,3.286
"346","DZA","2021-02-04",108381,265,253,2904,4,3.286
"347","DZA","2021-02-05",108629,248,248.857,2909,5,3.571
"348","DZA","2021-02-06",108629,0,215.286,2909,0,3
"349","DZA","2021-02-07",109088,459,249.857,2914,5,3.286
"350","DZA","2021-02-08",109313,225,247.857,2918,4,3.429
"351","DZA","2021-02-09",109559,246,245.429,2924,6,3.714
"352","DZA","2021-02-10",109782,223,238,2926,2,3.714
"353","DZA","2021-02-11",110049,267,238.286,2930,4,3.714
"354","DZA","2021-02-12",110303,254,239.143,2932,2,3.286
"355","DZA","2021-02-13",110513,210,269.143,2935,3,3.714
"356","DZA","2021-02-14",110711,198,231.857,2939,4,3.571
"357","DZA","2021-02-15",110894,183,225.857,2943,4,3.571
"358","DZA","2021-02-16",111069,175,215.714,2945,2,3
"359","DZA","2021-02-17",111247,178,209.286,2947,2,3
"360","DZA","2021-02-18",111418,171,195.571,2950,3,2.857
"361","DZA","2021-02-19",111600,182,185.286,2954,4,3.143
"362","DZA","2021-02-20",111764,164,178.714,2958,4,3.286
"363","DZA","2021-02-21",111917,153,172.286,2961,3,3.143
"364","DZA","2021-02-22",112094,177,171.429,2964,3,3
"365","DZA","2021-02-23",112279,185,172.857,2967,3,3.143
"366","DZA","2021-02-24",112461,182,173.429,2970,3,3.286
"367","DZA","2021-02-25",112622,161,172,2973,3,3.286
"368","DZA","2021-02-26",112805,183,172.143,2977,4,3.286
"369","DZA","2021-02-27",112960,155,170.857,2979,2,3
"370","DZA","2021-02-28",113092,132,167.857,2983,4,3.143
"371","DZA","2021-03-01",113255,163,165.857,2987,4,3.286
"372","DZA","2021-03-02",113430,175,164.429,2991,4,3.429
"373","DZA","2021-03-03",113593,163,161.714,2996,5,3.714
"374","DZA","2021-03-04",113761,168,162.714,3002,6,4.143
"375","DZA","2021-03-05",113948,187,163.286,3007,5,4.286
"376","DZA","2021-03-06",114104,156,163.429,3010,3,4.429
"377","DZA","2021-03-07",114234,130,163.143,3013,3,4.286
"378","DZA","2021-03-08",114382,148,161,3018,5,4.429
"379","DZA","2021-03-09",114543,161,159,3022,4,4.429
"380","DZA","2021-03-10",114681,138,155.429,3026,4,4.286
"381","DZA","2021-03-11",114851,170,155.714,3028,2,3.714
"382","DZA","2021-03-12",115008,157,151.429,3031,3,3.429
"383","DZA","2021-03-13",115143,135,148.429,3034,3,3.429
"384","DZA","2021-03-14",115265,122,147.286,3036,2,3.286
"385","DZA","2021-03-15",115410,145,146.857,3040,4,3.143
"386","DZA","2021-03-16",115540,130,142.429,3045,5,3.286
"387","DZA","2021-03-17",115688,148,143.857,3048,3,3.143
"388","DZA","2021-03-18",115842,154,141.571,3051,3,3.286
"389","DZA","2021-03-19",115970,128,137.429,3053,2,3.143
"390","DZA","2021-03-20",116066,96,131.857,3055,2,3
"391","DZA","2021-03-21",116157,91,127.429,3057,2,3
"392","DZA","2021-03-22",116255,98,120.714,3061,4,3
"393","DZA","2021-03-23",116349,94,115.571,3066,5,3
"394","DZA","2021-03-24",116438,89,107.143,3069,3,3
"395","DZA","2021-03-25",116543,105,100.143,3071,2,2.857
"396","DZA","2021-03-26",116657,114,98.143,3074,3,3
"397","DZA","2021-03-27",116750,93,97.714,3077,3,3.143
"398","DZA","2021-03-28",116836,86,97,3080,3,3.286
"399","DZA","2021-03-29",116946,110,98.714,3084,4,3.286
"400","DZA","2021-03-30",117061,115,101.714,3089,5,3.286
"401","DZA","2021-03-31",117192,131,107.714,3093,4,3.429
"402","DZA","2021-04-01",117304,112,108.714,3096,3,3.571
"403","DZA","2021-04-02",117429,125,110.286,3099,3,3.571
"404","DZA","2021-04-03",117524,95,110.571,3102,3,3.571
"405","DZA","2021-04-04",117622,98,112.286,3105,3,3.571
"406","DZA","2021-04-05",117739,117,113.286,3108,3,3.429
"407","DZA","2021-04-06",117879,140,116.857,3112,4,3.286
"408","DZA","2021-04-07",118004,125,116,3116,4,3.286
"409","DZA","2021-04-08",118116,112,116,3119,3,3.286
"410","DZA","2021-04-09",118251,135,117.429,3123,4,3.429
"411","DZA","2021-04-10",118378,127,122,3126,3,3.429
"412","DZA","2021-04-11",118516,138,127.714,3130,4,3.571
"413","DZA","2021-04-12",118645,129,129.429,3134,4,3.714
"414","DZA","2021-04-13",118799,154,131.429,3137,3,3.571
"415","DZA","2021-04-14",118975,176,138.714,3141,4,3.571
"416","DZA","2021-04-15",119142,167,146.571,3144,3,3.571
"417","DZA","2021-04-16",119323,181,153.143,3148,4,3.571
"418","DZA","2021-04-17",119486,163,158.286,3152,4,3.714
"419","DZA","2021-04-18",119642,156,160.857,3155,3,3.571
"420","DZA","2021-04-19",119805,163,165.714,3160,5,3.714
"421","DZA","2021-04-20",119992,187,170.429,3165,5,4
"422","DZA","2021-04-21",120174,182,171.286,3172,7,4.429
"423","DZA","2021-04-22",120363,189,174.429,3181,9,5.286
"424","DZA","2021-04-23",120562,199,177,3190,9,6
"425","DZA","2021-04-24",120736,174,178.571,3198,8,6.571
"426","DZA","2021-04-25",120922,186,182.857,3207,9,7.429
"427","DZA","2021-04-26",121112,190,186.714,3217,10,8.143
"428","DZA","2021-04-27",121344,232,193.143,3225,8,8.571
"429","DZA","2021-04-28",121580,236,200.857,3234,9,8.857
"430","DZA","2021-04-29",121866,286,214.714,3244,10,9
"431","DZA","2021-04-30",122108,242,220.857,3253,9,9
"432","DZA","2021-05-01",122311,203,225,3261,8,9
"433","DZA","2021-05-02",122522,211,228.571,3270,9,9
"434","DZA","2021-05-03",122717,195,229.286,3280,10,9
"435","DZA","2021-05-04",122999,282,236.429,3289,9,9.143
"436","DZA","2021-05-05",123272,273,241.714,3299,10,9.286
"437","DZA","2021-05-06",123473,201,229.571,3307,8,9
"438","DZA","2021-05-07",123692,219,226.286,3315,8,8.857
"439","DZA","2021-05-08",123900,208,227,3321,6,8.571
"440","DZA","2021-05-09",124104,204,226,3328,7,8.286
"441","DZA","2021-05-10",124288,184,224.429,3335,7,7.857
"442","DZA","2021-05-11",124483,195,212,3343,8,7.714
"443","DZA","2021-05-12",124682,199,201.429,3350,7,7.286
"444","DZA","2021-05-13",124889,207,202.286,3355,5,6.857
"445","DZA","2021-05-14",125059,170,195.286,3360,5,6.429
"446","DZA","2021-05-15",125194,135,184.857,3366,6,6.429
"447","DZA","2021-05-16",125311,117,172.429,3374,8,6.571
"448","DZA","2021-05-17",125485,174,171,3381,7,6.571
"449","DZA","2021-05-18",125693,208,172.857,3388,7,6.429
"450","DZA","2021-05-19",125896,203,173.429,3395,7,6.429
"451","DZA","2021-05-20",126156,260,181,3401,6,6.571
"452","DZA","2021-05-21",126434,278,196.429,3405,4,6.429
